"id","pmid","nam","des","syn","mol","form","iup","smi","pdb","kegg","hmdb","mp","ws","db","rec","ref"
"20646","53481610","7-Dehydropregnenolone","7-Dehydropregnenolone is a 21-carbon steroid; derived from cholesterol and found in steroid hormone-producing tissues. It is the precursor to Gonadal steroid hormones and the adrenal corticosteroid. 7-Dehydropregnenolone is the the single product of metabolism of 7-dehydrocholesterol by CYP11A1","7-DHP;7-Dehydropregnenolone;7-DHP;7-Dehydropregnenolone;7-Dehydropregnenolone","314.4617","C21H30O2","1-[(2R;5S;15S)-5-hydroxy-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadeca-7;9-dien-14-yl]ethan-1-one","CC(=O)C1CCC2C3=CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C","NA","NA","HMDB0013121","NA","NA","NA","NA","HMDB"
"20647","92288779","5-Androstene-3alpha-16beta;17beta-triol","5-Androstene-3alpha-16beta;17beta-triol; also known as 5-androstene-3α-16β;17β-triol; belongs to the class of organic compounds known as androgens and derivatives. These are 3-hydroxylated C19 steroid hormones. They are known to favor the development of masculine characteristics. They also show prof","5-Androstene-3a-16b;17b-triol;5-Androstene-3α-16β;17β-triol;5-Androstene-3alpha-16beta;17beta-triol;5-Androstene-3a-16b;17b-triol;5-Androstene-3α-16β;17β-triol;5-Androstene-3alpha-16beta;17beta-triol;","306.446","C19H30O3","(1S;2R;5R;10R;11S;13S;14R;15S)-2;15-dimethyltetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-7-ene-5;13;14-triol","[H][C@@]12C[C@H](O)[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](O)CC[C@]12C","NA","NA","HMDB0013199","NA","NA","NA","NA","HMDB"
"20648","245259","Beta-Cortolone","Beta-Cortolone; also known as b-cortolone; belongs to the class of organic compounds known as 21-hydroxysteroids. These are steroids carrying a hydroxyl group at the 21-position of the steroid backbone. Thus; Beta-cortolone is considered to be a steroid. Based on a literature review a significant nu","b-Cortolone;Β-cortolone;b-Cortolon;beta-Cortolon;b-Cortolone;Β-cortolone;b-Cortolon;beta-Cortolon;Β-cortolone;b-Cortolon;beta-Cortolon","366.4917","C21H34O5","(2S;5S;14S;15S)-14-(1;2-dihydroxyethyl)-5;14-dihydroxy-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadecan-17-one","C[C@]12CC(=O)C3C(CCC4C[C@@H](O)CC[C@]34C)C1CC[C@@]2(O)C(O)CO","NA","NA","HMDB0013221","NA","NA","NA","NA","HMDB"
"20649","3247060","4b-Hydroxycholesterol","4b-Hydroxycholesterol; also known as cholest-5-en-3b;4b-diol; belongs to the class of organic compounds known as cholesterols and derivatives. Cholesterols and derivatives are compounds containing a 3-hydroxylated cholestane core. Thus; 4b-hydroxycholesterol is considered to be a sterol lipid molecu","(3beta;4beta)-Cholest-5-ene-3;4-diol;Cholest-5-en-3beta;4beta-diol;(3b;4b)-Cholest-5-ene-3;4-diol;(3Β;4β)-cholest-5-ene-3;4-diol;Cholest-5-en-3b;4b-diol;Cholest-5-en-3β;4β-diol;(4b)-Cholest-5-ene-3b;4","402.6529","C27H46O2","(1S;2R;5S;6R;10S;11S;14R;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-ene-5;6-diol","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4[C@@H](O)[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","NA","NA","HMDB0013643","NA","NA","NA","NA","HMDB"
"20650","31072","Carbimazole","Carbimazole is only found in individuals that have used or taken this drug. It is an imidazole antithyroid agent. Carbimazole is metabolized to methimazole; which is responsible for the antithyroid activity. [PubChem]Carbimazole is an aitithyroid agent that decreases the uptake and concentration of ","Athyromazole;Carbethoxymethimazole;Carbimazol;Carbimazolum;Carbinazole;Ethyl 3-methyl-2-thioimidazoline-1-carboxylate;Thyrostat;Carbimazol henning;Ethyl 3-methyl-2-thioimidazoline-1-carboxylic acid;He","186.232","C7H10N2O2S","ethyl 3-methyl-2-sulfanylidene-2;3-dihydro-1H-imidazole-1-carboxylate","CCOC(=O)N1C=CN(C)C1=S","NA","C07615","HMDB0014533","123.5","3.14 g/L","NA","NA","HMDB"
"20651","657298","Propylthiouracil","Propylthiouracil is only found in individuals that have used or taken this drug. It is a thiourea antithyroid agent. Propythiouracil inhibits the synthesis of thyroxine and inhibits the peripheral conversion of throxine to tri-iodothyronine. It is used in the treatment of hyperthyroidism. ","2;3-Dihydro-6-propyl-2-thioxo-4(1H)-pyrimidinone;2-Mercapto-6-propyl-4-pyrimidone;2-Mercapto-6-propylpyrimid-4-one;2-Thio-4-oxo-6-propyl-1;3-pyrimidine;2-Thio-6-propyl-1;3-pyrimidin-4-one;4-Propyl-2-t","170.232","C7H10N2OS","6-propyl-2-sulfanylidene-1;2;3;4-tetrahydropyrimidin-4-one","CCCC1=CC(=O)NC(=S)N1","NA","C07569","HMDB0014690","219","0.47 g/L","NA","NA","HMDB"
"20652","3372","Fluphenazine","Fluphenazine is only found in individuals that have used or taken this drug. It is a phenothiazine used in the treatment of psychoses. Its properties and uses are generally similar to those of chlorpromazine. [PubChem]Fluphenazine blocks postsynaptic mesolimbic dopaminergic D1 and D2 receptors in th","1-(2-Hydroxyethyl)-4-(3-(trifluoromethyl-10-phenothiazinyl)propyl)-piperazine;10-(3'-(4''-(beta-Hydroxyethyl)-1''-piperazinyl)-propyl)-3-trifluoromethylphenothiazine;10-(3-(2-Hydroxyethyl)piperazinopr","437.522","C22H26F3N3OS","2-(4-{3-[2-(trifluoromethyl)-10H-phenothiazin-10-yl]propyl}piperazin-1-yl)ethan-1-ol","OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1","NA","C07010","HMDB0014761","25","0.019 g/L","NA","NA","HMDB"
"20653","NA","Mitotane","Mitotane is only found in individuals that have used or taken this drug. It is a derivative of the insecticide dichlorodiphenyldichloroethane that specifically inhibits cells of the adrenal cortex and their production of hormones. It is used to treat adrenocortical tumors and causes CNS damage; but ","Lysodren;Bristol myers squibb brand OF mitotane;Khloditan;ortho;Para-DDD;Chloditan;Bristol-myers squibb brand OF mitotane;O;P-DDD;ortho;Para DDD;Chlodithane;Mytotan;Lysodren;Bristol myers squibb brand","320.041","C14H10Cl4","1-chloro-4-[2;2-dichloro-1-(2-chlorophenyl)ethyl]benzene","ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl","NA","NA","HMDB0014786","77","9.4e-06 g/L","NA","NA","HMDB"
"20654","25077649","Nafarelin","Nafarelin is only found in individuals that have used or taken this drug. It is a potent synthetic agonist of gonadotropin-releasing hormone with 3-(2-naphthyl)-D-alanine substitution at residue 6. Nafarelin has been used in the treatments of central precocious puberty and endometriosis. [PubChem]Li","Nafarelin acetate;Nafarelin acetate; hydrate;Synarel;Nafarelin monoacetate;Nafarelin acetate;Nafarelin acetate; hydrate;Synarel;Nafarelin monoacetate;Nafarelin acetate; hydrate;Synarel;Nafarelin monoa","1322.4713","C66H83N17O13","N-(5-carbamimidamido-1-{2-[(carbamoylmethyl)carbamoyl]pyrrolidin-1-yl}-1-oxopentan-2-yl)-2-{2-[2-(3-hydroxy-2-{2-[3-(1H-imidazol-4-yl)-2-[(5-oxopyrrolidin-2-yl)formamido]propanamido]-3-(1H-indol-3-yl)propanamido}propanamido)-3-(4-hydroxyphenyl)propanamido]-3-(naphthalen-2-yl)propanamido}-4-methylpentanamide","CC(C)CC(NC(=O)C(CC1=CC2=CC=CC=C2C=C1)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)C(CC1=CNC=N1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(N)=N)C(=O)N1CCCC1C(=O)NCC(N)=O","NA","C07613","HMDB0014804","NA","0.017 g/L","NA","NA","HMDB"
"20655","1349907","Methimazole","Methimazole; also known as tapazole or danantizol; belongs to the class of organic compounds known as imidazolethiones. These are aromatic compounds containing an imidazole ring which bears a thioketone group. Methimazole is an extremely weak basic (essentially neutral) compound (based on its pKa). ","1-METHYL-1;3-dihydro-2H-imidazole-2-thione;1-Methylimidazole-2(3H)-thione;Danantizol;Favistan;Strumazol;Tapazole;Thacapzol;Thiamazol;Thiamazole;Thiamazolum;Tiamazol;USAF el-30;Mercaptazole;Mercasolyl;","114.169","C4H6N2S","1-methyl-2;3-dihydro-1H-imidazole-2-thione","CN1C=CNC1=S","NA","C07190","HMDB0014901","146","11.3 g/L","NA","NA","HMDB"
"20656","5280980","Clavulanate","Clavulanate; also known as acido clavulanico or clavulansaeure; belongs to the class of organic compounds known as alpha amino acids and derivatives. These are amino acids in which the amino group is attached to the carbon atom immediately adjacent to the carboxylate group (alpha carbon); or a deriv","(2R;3Z;5R)-3-(2-HYDROXYETHYLIDENE)-7-oxo-4-oxa-1-azabicyclo[3.2.0]heptane-2-carboxylIC ACID;(Z)-(2R;5R)-3-(2-Hydroxyethylidene)-7-oxo-4-oxa-1-azabicyclo(3.2.0)heptane-2-carboxylic acid;Acide clavulani","199.1608","C8H9NO5","(2R;3Z;5R)-3-(2-hydroxyethylidene)-7-oxo-4-oxa-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","[H][C@@]12CC(=O)N1[C@@H](C(O)=O)C(O2)=CCO","NA","C06662","HMDB0014904","117.5","337 g/L","NA","NA","HMDB"
"20657","84088","Hydrocortamate","Hydrocortamate is a synthetic glucocorticoid used for its anti-inflammatory or immunosuppressive properties to treat inflammation due to corticosteroid-responsive dermatoses. Glucocorticoids are a class of steroid hormones characterised by an ability to bind with the cortisol receptor and trigger a ","17-Hydroxycorticosterone; 21-(diethylamino)acetate;Hidrocortamato;Hydrocortamatum;17-Hydroxycorticosterone; 21-(diethylamino)acetic acid;Hydrocortamic acid;17-Hydroxycorticosterone; 21-(diethylamino)a","475.6175","C27H41NO6","2-[(1S;2R;10S;11S;14R;15S;17S)-14;17-dihydroxy-2;15-dimethyl-5-oxotetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-6-en-14-yl]-2-oxoethyl 2-(diethylamino)acetate","[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","NA","NA","HMDB0014907","NA","0.086 g/L","NA","NA","HMDB"
"20658","5566","Trifluoperazine","Trifluoperazine is only found in individuals that have used or taken this drug. It is a phenothiazine with actions similar to chlorpromazine. It is used as an antipsychotic and an antiemetic. [PubChem]Trifluoperazine blocks postsynaptic mesolimbic dopaminergic D1 and D2 receptors in the brain; depre","10-[3-(4-Methyl-1-piperazinyl)propyl]-2-(trifluoromethyl)-10H-phenothiazine;10-[3-(4-METHYL-piperazin-1-yl)-propyl]-2-trifluoromethyl-10H-phenothiazine;Trifluoperazina;Trifluoperazinum;Trifluoromethyl","407.496","C21H24F3N3S","10-[3-(4-methylpiperazin-1-yl)propyl]-2-(trifluoromethyl)-10H-phenothiazine","CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1","NA","C07168","HMDB0014969","NA","0.0088 g/L","NA","NA","HMDB"
"20659","6011","Drostanolone","Drostanolone is only found in individuals that have used or taken this drug. It is a potent synthetic androgenic anabolic steroid similar to testosterone. Drostanolone is indicated in postmenopausal women with recurrent breast cancer; in a combined hormone therapy.Dromostanolone is a synthetic andro","17beta-Hydroxy-2alpha-methyl-5alpha-androstan-3-one;2alpha-Methyldihydrotestosterone;Dihydro-2alpha-methyltestosterone;Dromostanolone;Drostanolona;Drostanolonum;Medrosteron;Medrotestron;17b-Hydroxy-2a","304.4669","C20H32O2","(1S;2S;4R;7S;10R;11S;14S;15S)-14-hydroxy-2;4;15-trimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadecan-5-one","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)[C@H](C)C[C@]12C","NA","C14605","HMDB0014996","128","0.006 g/L","NA","NA","HMDB"
"20660","25137957","Carphenazine","Carphenazine is only found in individuals that have used or taken this drug. It is an antipsychotic drug; used in hospitalized patients in the management of chronic schizophrenic psychoses.A yellow; powdered; phenothiazine antipsychotic agent used in the treatment of acute or chronic schizophrenia. ","1-(10-(3-(4-(2-Hydroxyethyl)-1-piperazinyl)propyl)phenothiazin-2-yl)-1-propanone;Carfenazina;Carfenazine;Carfenazinum;Carphenazin;1-(10-(3-(4-(2-Hydroxyethyl)-1-piperazinyl)propyl)phenothiazin-2-yl)-1","411.56","C23H29N3O2S","1-(10-{2-[4-(2-hydroxyethyl)piperazin-1-yl]ethyl}-10H-phenothiazin-2-yl)propan-1-one","CCC(=O)C1=CC2=C(SC3=C(C=CC=C3)N2CCN2CCN(CCO)CC2)C=C1","NA","NA","HMDB0015172","NA","0.09 g/L","NA","NA","HMDB"
"20661","17676","Acetophenazine","Acetophenazine is only found in individuals that have used or taken this drug.It is an antipsychotic drug of moderate-potency. It is used in the treatment of disorganized and psychotic thinking. It is also used to help treat false perceptions (e.g. hallucinations or delusions).Acetophenazine blocks ","Tindal;Acetophenazine; (Z)-2-maleate (1:2) salt;Acetophenazine; ion (1+);Acetophenazine maleate;Tindal;Acetophenazine; (Z)-2-maleate (1:2) salt;Acetophenazine; ion (1+);Acetophenazine maleate;Acetophe","411.56","C23H29N3O2S","1-(10-{3-[4-(2-hydroxyethyl)piperazin-1-yl]propyl}-10H-phenothiazin-2-yl)ethan-1-one","CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1","NA","C06807","HMDB0015196","NA","0.06 g/L","NA","P10275","HMDB"
"20662","6446","Fluoxymesterone","Fluoxymesterone is only found in individuals that have used or taken this drug. It is an anabolic steroid that has been used in the treatment of male hypogonadism; delayed puberty in males; and in the treatment of breast neoplasms in women. [PubChem]Fluoxymesterone is a synthetic androgenic anabolic","11beta;17beta-Dihydroxy-9alpha-fluoro-17alpha-methyl-4-androster-3-one;17alpha-Methyl-9alpha-fluoro-11beta-hydroxytesterone;9-Fluoro-11beta;17beta-dihydroxy-17-methylandrost-4-en-3-one;9alpha-Fluoro-1","336.4409","C20H29FO3","(1R;2S;10S;11S;14S;15S;17S)-1-fluoro-14;17-dihydroxy-2;14;15-trimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-6-en-5-one","[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C","NA","NA","HMDB0015316","270","0.045 g/L","NA","NA","HMDB"
"20663","667466","Chlorprothixene","Chlorprothixene is only found in individuals that have used or taken this drug. It is a typical antipsychotic drug of the thioxanthene (tricyclic) class. Chlorprothixene exerts strong blocking effects by blocking the 5-HT2 D1; D2; D3; histamine H1; muscarinic and alpha1 adrenergic receptors. Chlorpr","Alpha-Chlorprothixene;Chlorprothixen;Chlorprothixenum;Chlorprothixine;Chlorprotixen;Chlorprotixene;Chlorprotixine;Chlothixen;Clorprotixeno;a-Chlorprothixene;Α-chlorprothixene;Chloroprothixene;cis-Chlo","315.86","C18H18ClNS","[3-(2-chloro-9H-thioxanthen-9-ylidene)propyl]dimethylamine","[H]C(CCN(C)C)=C1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2","NA","C07953","HMDB0015369","97.5","0.00037 g/L","NA","NA","HMDB"
"20664","5054","1;3-Benzenediol","1;3-Benzenediol; also known as resorcin or m-hydroquinone; belongs to the class of organic compounds known as resorcinols. Resorcinols are compounds containing a resorcinol moiety; which is a benzene ring bearing two hydroxyl groups at positions 1 and 3. 1;3-Benzenediol exists in all living organism","1;3-Dihydroxybenzene;1;3-Dihydroxybenzol;m-Hydroquinone;m-Hydroxyphenol;Resorcin;Resorzin;Resorcinol disodium salt;Resorcinol; monocopper (2+) salt;1;3-Benzenediol;1;3-Dihydroxy-benzene;3-Hydroxypheno","110.1106","C6H6O2","benzene-1;3-diol","OC1=CC(O)=CC=C1","NA","C01751","HMDB0032037","111","717 mg/mL at 25 °C","NA","NA","HMDB"
"20665","131751296","Nb-trans-p-Coumaroylserotonin glucoside","Nb-trans-p-Coumaroylserotonin glucoside is found in fats and oils. It is an alkaloid from Carthamus tinctorius (safflower) If neurons that make serotonin serotonergic neurons are abnormal in infants; there is a risk of sudden infant death syndrome (SIDS). Low levels of serotonin may also be associat","5-Hydroxytryptamine;(2E)-3-(4-Hydroxyphenyl)-N-[2-(5-{[3;4;5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1H-indol-3-yl)ethyl]prop-2-enimidate;5-Hydroxytryptamine;(2E)-3-(4-Hydroxyphenyl)-N-[2-(5-{[3;4;","484.4984","C25H28N2O8","(2E)-3-(4-hydroxyphenyl)-N-[2-(5-{[3;4;5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1H-indol-3-yl)ethyl]prop-2-enamide","OCC1OC(OC2=CC3=C(NC=C3CCNC(=O)C=CC3=CC=C(O)C=C3)C=C2)C(O)C(O)C1O","NA","NA","HMDB0032760","240","NA","NA","NA","HMDB"
"20666","5281166","Jasmonic acid","Jasmonic acid; also known as jasmonate; belongs to the class of organic compounds known as jasmonic acids. These are lipids containing or derived from a jasmonic acid; with a structure characterized by the presence of an alkene chain linked to a 2-(3-oxocyclopentyl)acetic acid moiety. Based on a lit","(-)-Jasmonic acid;(1R;2R)-3-oxo-2-(2Z)-2-Penten-ylcyclopentanacetic acid;(1R;2R)-3-oxo-2-(Pent-2Z-enyl)-cyclopentaneacetic acid;2-{(1R;2R)-3-oxo-2-[(Z)-pent-2-enyl]cyclopentyl}acetate;Jasmonate;{(1R;2","210.2695","C12H18O3","2-[(1R;2R)-3-oxo-2-[(2Z)-pent-2-en-1-yl]cyclopentyl]acetic acid","CCC=C/C[C@@H]1[C@@H](CC(O)=O)CCC1=O","NA","C08491","HMDB0032797","NA","742.1 mg/L at 25 °C","NA","NA","HMDB"
"20667","6852393","5alpha-Androst-16-en-3-one","5alpha-Androst-16-en-3-one; also known as androstenone; belongs to the class of organic compounds known as androgens and derivatives. These are 3-hydroxylated C19 steroid hormones. They are known to favour the development of masculine characteristics. They also show profound effects on scalp and bod","Androstenone;5a-Androst-16-en-3-one;5Α-androst-16-en-3-one;Androst-16-en-3-one;5 alpha-Androst-16-en-3-one;AEON steroid;Androst-16-en-3-one; (5beta)-isomer;(5alpha)-Androst-16-en-3-one;(5Α)-androst-16","272.432","C19H28O","(1S;2S;7S;10R;11S;15R)-2;15-dimethyltetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-13-en-5-one","[H][C@@]12CC=C[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C","NA","NA","HMDB0034406","140","3.16 mg/L at 25 °C","NA","NA","HMDB"
"20668","6391814","Strigol","Strigol is found in corn. Strigol is a constituent of the root of Gossypium hirsutum (cotton) Strigolactones are plant hormones that have been implicated in inhibition of shoot branching. Strigolactones are carotenoid-derived and trigger germination of parasitic plant seeds (for example striga from ","NA","346.3744","C19H22O6","5-{[(3E)-5-hydroxy-8;8-dimethyl-2-oxo-2H;3H;3aH;4H;5H;6H;7H;8H;8bH-indeno[1;2-b]furan-3-ylidene]methoxy}-3-methyl-2;5-dihydrofuran-2-one","CC1=CC(OC=C2/C3CC4=C(C3OC2=O)C(C)(C)CCC4O)OC1=O","NA","C09190","HMDB0036677","200","1030 mg/L at 25 °C ","NA","NA","HMDB"
"20669","131752688","Sorgolactone","Sorgolactone is found in cereals and cereal products. Sorgolactone is isolated from the roots of Sorghum bicolor (sorghum) (genuine host plant for Striga species) Strigolactones are plant hormones that have been implicated in inhibition of shoot branching. Strigolactones are carotenoid-derived and t","NA","316.3484","C18H20O5","3-methyl-5-{[(3Z)-8-methyl-2-oxo-2H;3H;3aH;4H;5H;6H;7H;8H;8bH-indeno[1;2-b]furan-3-ylidene]methoxy}-2;5-dihydrofuran-2-one","CC1CCCC2=C1C1OC(=O)C(=C/OC3OC(=O)C(C)=C3)C1C2","NA","C09186","HMDB0039607","139","56.96 mg/L at 25 °C ","NA","NA","HMDB"
"20670","131753126","Alectrol","Alectrol is found in cowpea. Alectrol is isolated from the roots of Vigna unguiculata (genuine host plant for Alectra species) Strigolactones are plant hormones that have been implicated in inhibition of shoot branching. Strigolactones are carotenoid-derived and trigger germination of parasitic plan","Alectrol;Alectrol;","346.3744","C19H22O6","5-{[(3Z)-8a-hydroxy-8;8-dimethyl-2-oxo-2H;3H;3aH;5H;6H;7H;8H;8aH;8bH-indeno[1;2-b]furan-3-ylidene]methoxy}-3-methyl-2;5-dihydrofuran-2-one","CC1=CC(OC=C2C3C=C4CCCC(C)(C)C4(O)C3OC2=O)OC1=O","NA","C09059","HMDB0041372","NA","4755 mg/L at 25 °C","NA","NA","HMDB"
"20671","1486","2;4-Dichlorophenoxyacetic acid","2;4-D is a member of the phenoxy family of herbicides; which include:; 2;4-D is a synthetic auxin; which is a class of plant hormones. It is absorbed through the leaves and is translocated to the meristems of the plant. Uncontrolled; unsustainable growth ensues; causing stem curl-over; leaf witherin","(2;4-Dichlorphenoxy)essigsaeure;2;4-D acid;2;4-Dichlorophenoxyacetate;2;4-Dichlorphenoxyessigsaeure;Acide 2;4-dichloro phenoxyacetique;Hedonal;Trinoxol;2;4-D;(2; 4-Dichlorophenoxy)acetic acid;(2;4-Dic","221.037","C8H6Cl2O3","2-(2;4-dichlorophenoxy)acetic acid","OC(=O)COC1=C(Cl)C=C(Cl)C=C1","NA","C03664","HMDB0041797","140.5","0.68 mg/mL at 25 °C","NA","NA","HMDB"
"20672","150968","w Hydroxy testosterone","w Hydroxy testosterone belongs to the class of organic compounds known as androgens and derivatives. These are 3-hydroxylated C19 steroid hormones. They are known to favor the development of masculine characteristics. They also show profound effects on scalp and body hair in humans. Thus; W hydroxy ","17beta;19-Dihydroxyandrost-4-en-3-one;17b;19-Dihydroxyandrost-4-en-3-one;17Β;19-dihydroxyandrost-4-en-3-one;17 beta;19-Dihydroxyandrost-4-en-3-one;17beta;19-Dihydroxyandrost-4-en-3-one;17b;19-Dihydrox","304.4238","C19H28O3","(1S;2S;10R;11S;14S;15S)-14-hydroxy-2-(hydroxymethyl)-15-methyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-6-en-5-one","C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34CO)[C@@H]1CC[C@@H]2O","NA","C05294","HMDB0060089","NA","NA","NA","NA","HMDB"
"20673","114920","11beta;17beta-Dihydroxy-4-androsten-3-one","11beta;17beta-Dihydroxy-4-androsten-3-one; also known as 11-hydroxytestosterone or (11b;17b)-11;17-dihydroxyandrost-4-en-3-one; belongs to the class of organic compounds known as androgens and derivatives. These are 3-hydroxylated C19 steroid hormones. They are known to favor the development of masc","(11beta;17beta)-11;17-Dihydroxyandrost-4-en-3-one;11-Hydroxytestosterone;11beta;17beta-Dihydroxyandrost-4-ene-3-one;11beta-Hydroxytestosterone;(11b;17b)-11;17-Dihydroxyandrost-4-en-3-one;(11Β;17β)-11;","304.4238","C19H28O3","(1S;2R;10S;11S;14S;15S;17S)-14;17-dihydroxy-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-6-en-5-one","C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O","NA","C18075","HMDB0060339","NA","NA","NA","NA","HMDB"
"20674","15818","Androstan-3alpha;17beta-diol","Androstan-3alpha;17beta-diol; also known as hombreol or (3a;5a;17b)-androstane-3;17-diol; belongs to the class of organic compounds known as androgens and derivatives. These are 3-hydroxylated C19 steroid hormones. They are known to favor the development of masculine characteristics. They also show ","(3alpha;5alpha;17beta)-Androstane-3;17-diol;3alpha;17beta-Dihydroxy-5alpha-androstane;Hombreol;(3a;5a;17b)-Androstane-3;17-diol;(3Α;5α;17β)-androstane-3;17-diol;3a;17b-Dihydroxy-5a-androstane;3Α;17β-d","292.4562","C19H32O2","(5R;14S)-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadecane-5;14-diol","CC12CCC3C(CCC4C[C@H](O)CCC34C)C1CC[C@@H]2O","NA","NA","HMDB0060437","NA","NA","NA","NA","HMDB"
"20675","1107","Sterol","Sterols; also known as steroid alcohols; are a subgroup of the steroids and an important class of organic molecules. They occur naturally in plants; animals; and fungi; with the most familiar type of animal sterol being cholesterol. ","Sterols;Sterols;","248.4036","C17H28O","tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadecan-5-ol","OC1CCC2C(CCC3C4CCCC4CCC23)C1","NA","C00370","HMDB0060512","NA","NA","NA","NA","HMDB"
"20676","131770001","6(beta)-hydroxyprogesterone","6(beta)-hydroxyprogesterone is a metabolite of progesterone. Progesterone also known as P4 (pregn-4-ene-3;20-dione) is a C-21 steroid hormone involved in the female menstrual cycle; pregnancy and embryogenesis of humans and other species. Progesterone belongs to a class of hormones called progestoge","6(b)-Hydroxyprogesterone;6(Β)-hydroxyprogesterone;6(b)-Hydroxyprogesterone;6(Β)-hydroxyprogesterone;6(Β)-hydroxyprogesterone","330.4611","C21H30O3","(2S;8S;14R;15R)-14-acetyl-8-hydroxy-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-6-en-5-one","CC(=O)[C@@H]1CCC2C3C[C@H](O)C4=CC(=O)CC[C@@]4(C)C3CC[C@@]12C","NA","NA","HMDB0060973","NA","NA","NA","NA","HMDB"
